,Taxi_ID,Timepoint,Latitude,Longitude,Speed,Status
0,201,2022-05-09 06:00:00,24.683472395343276,118.21520859301492,40,0
1,202,2022-05-09 06:00:00,24.662269550807505,118.18340432621126,59,1
2,203,2022-05-09 06:00:00,24.67396140725993,118.2009421108899,54,0
3,204,2022-05-09 06:00:00,24.707582090585593,118.25137313587838,58,0
4,205,2022-05-09 06:00:00,24.640377508495277,118.15056626274293,58,0
5,206,2022-05-09 06:00:00,24.64972552966265,118.16458829449398,55,1
6,207,2022-05-09 06:00:00,24.693659926778142,118.2304898901672,42,0
7,208,2022-05-09 06:00:00,24.706068220408405,118.2491023306126,51,1
8,209,2022-05-09 06:00:00,24.650936527174796,118.1664047907622,49,1
9,210,2022-05-09 06:00:00,24.68600746635418,118.21901119953127,48,0
10,211,2022-05-09 06:00:00,24.71130575634498,118.25695863451747,53,1
11,212,2022-05-09 06:00:00,24.656736169769374,118.17510425465407,48,0
12,213,2022-05-09 06:00:00,24.654826257564007,118.172239386346,49,1
13,214,2022-05-09 06:00:00,24.64867015123714,118.16300522685572,55,1
14,215,2022-05-09 06:00:00,24.65757579941,118.176363699115,47,1
15,216,2022-05-09 06:00:00,24.71828990277659,118.26743485416488,44,0
16,217,2022-05-09 06:00:00,24.704934651927147,118.24740197789072,56,1
17,218,2022-05-09 06:00:00,24.653755281018608,118.17063292152791,46,0
18,219,2022-05-09 06:00:00,24.705297979898067,118.24794696984709,58,0
19,220,2022-05-09 06:00:00,24.661925899763336,118.18288884964501,43,0
20,221,2022-05-09 06:00:00,24.674536334693048,118.20180450203958,40,1
21,222,2022-05-09 06:00:00,24.71520238556979,118.26280357835468,40,1
22,223,2022-05-09 06:00:00,24.70541195030214,118.2481179254532,56,0
23,224,2022-05-09 06:00:00,24.66688895600967,118.1903334340145,46,0
24,225,2022-05-09 06:00:00,24.654032836299386,118.17104925444909,47,0
25,226,2022-05-09 06:00:00,24.669826563703193,118.19473984555479,47,0
26,227,2022-05-09 06:00:00,24.640455080588207,118.15068262088232,54,1
27,228,2022-05-09 06:00:00,24.660194108275586,118.18029116241338,44,1
28,229,2022-05-09 06:00:00,24.70365300067786,118.24547950101679,55,0
29,230,2022-05-09 06:00:00,24.64122039769971,118.15183059654957,43,1
30,231,2022-05-09 06:00:00,24.68790747015428,118.22186120523142,42,0
31,232,2022-05-09 06:00:00,24.68830436312343,118.22245654468514,51,1
32,233,2022-05-09 06:00:00,24.648411814832965,118.16261772224945,46,0
33,234,2022-05-09 06:00:00,24.67055547559545,118.19583321339317,51,0
34,235,2022-05-09 06:00:00,24.642918084527405,118.15437712679112,45,0
35,236,2022-05-09 06:00:00,24.711232925075365,118.25684938761304,48,1
36,237,2022-05-09 06:00:00,24.718473668560982,118.26771050284147,47,1
37,238,2022-05-09 06:00:00,24.644795359105444,118.15719303865816,47,1
38,239,2022-05-09 06:00:00,24.71124367557828,118.25686551336742,52,0
39,240,2022-05-09 06:00:00,24.686152119952002,118.21922817992801,50,1
40,241,2022-05-09 06:00:00,24.69939837512784,118.23909756269175,59,1
41,242,2022-05-09 06:00:00,24.69041471491803,118.22562207237705,47,0
42,243,2022-05-09 06:00:00,24.686547375391903,118.21982106308785,45,1
43,244,2022-05-09 06:00:00,24.641635130562154,118.15245269584324,52,1
44,245,2022-05-09 06:00:00,24.65680212621383,118.17520318932074,40,0
45,246,2022-05-09 06:00:00,24.68357479025429,118.21536218538144,51,1
46,247,2022-05-09 06:00:00,24.701529213688453,118.24229382053268,54,1
47,248,2022-05-09 06:00:00,24.66005561833107,118.18008342749661,57,0
48,249,2022-05-09 06:00:00,24.66287165523255,118.18430748284882,53,0
49,250,2022-05-09 06:00:00,24.708191607027302,118.25228741054096,40,1
50,251,2022-05-09 06:00:00,24.718000519488527,118.26700077923279,57,1
51,252,2022-05-09 06:00:00,24.710788263479287,118.25618239521893,58,1
52,253,2022-05-09 06:00:00,24.668760627514953,118.19314094127243,54,1
53,254,2022-05-09 06:00:00,24.68790871567006,118.22186307350509,45,0
54,255,2022-05-09 06:00:00,24.668383648932583,118.19257547339888,46,1
55,256,2022-05-09 06:00:00,24.66721521722965,118.19082282584448,52,0
56,257,2022-05-09 06:00:00,24.654246479160463,118.1713697187407,46,1
57,258,2022-05-09 06:00:00,24.659015536689925,118.17852330503489,43,0
58,259,2022-05-09 06:00:00,24.643588982596864,118.1553834738953,59,1
59,260,2022-05-09 06:00:00,24.680434514370862,118.2106517715563,50,1
60,261,2022-05-09 06:00:00,24.67010019634379,118.19515029451568,42,1
61,262,2022-05-09 06:00:00,24.68742443207807,118.22113664811711,57,1
62,263,2022-05-09 06:00:00,24.690395350046998,118.2255930250705,59,1
63,264,2022-05-09 06:00:00,24.651408025155703,118.16711203773356,40,0
64,265,2022-05-09 06:00:00,24.71470730395731,118.26206095593597,53,0
65,266,2022-05-09 06:00:00,24.71571039046473,118.2635655856971,53,1
66,267,2022-05-09 06:00:00,24.68818373261847,118.22227559892771,43,1
67,268,2022-05-09 06:00:00,24.67102130242613,118.1965319536392,44,0
68,269,2022-05-09 06:00:00,24.669055040328747,118.19358256049313,44,1
69,270,2022-05-09 06:00:00,24.656347622149493,118.17452143322424,56,0
70,271,2022-05-09 06:00:00,24.662141204911705,118.18321180736757,50,0
71,272,2022-05-09 06:00:00,24.659722870496285,118.17958430574443,59,0
72,273,2022-05-09 06:00:00,24.65388864013922,118.17083296020883,44,1
73,274,2022-05-09 06:00:00,24.717328775558986,118.26599316333848,42,0
74,275,2022-05-09 06:00:00,24.716561008028222,118.26484151204234,56,0
