,Taxi_ID,Timepoint,Latitude,Longitude,Speed,Status
0,1,2022-05-09 06:00:00,24.477170247089546,118.11781288952237,48,0
1,2,2022-05-09 06:00:00,24.46391846925469,118.07010648931688,43,0
2,3,2022-05-09 06:00:00,24.471225879537457,118.09641316633484,47,1
3,4,2022-05-09 06:00:00,24.492238806615994,118.17205970381758,55,1
4,5,2022-05-09 06:00:00,24.45023594280955,118.02084939411436,56,1
5,6,2022-05-09 06:00:00,24.456078456039155,118.04188244174095,50,1
6,7,2022-05-09 06:00:00,24.483537454236338,118.14073483525083,42,0
7,8,2022-05-09 06:00:00,24.49129263775525,118.1686534959189,42,0
8,9,2022-05-09 06:00:00,24.456835329484246,118.0446071861433,42,0
9,10,2022-05-09 06:00:00,24.478754666471364,118.12351679929691,54,0
10,11,2022-05-09 06:00:00,24.494566097715612,118.18043795177621,42,0
11,12,2022-05-09 06:00:00,24.46046010610586,118.05765638198109,57,1
12,13,2022-05-09 06:00:00,24.459266410977502,118.05335907951901,56,0
13,14,2022-05-09 06:00:00,24.455418844523212,118.03950784028356,55,0
14,15,2022-05-09 06:00:00,24.46098487463125,118.0595455486725,44,0
15,16,2022-05-09 06:00:00,24.498931189235368,118.19615228124734,51,0
16,17,2022-05-09 06:00:00,24.490584157454467,118.16610296683608,56,1
17,18,2022-05-09 06:00:00,24.45859705063663,118.05094938229186,49,0
18,19,2022-05-09 06:00:00,24.490811237436294,118.16692045477065,42,0
19,20,2022-05-09 06:00:00,24.463703687352083,118.06933327446751,52,1
20,21,2022-05-09 06:00:00,24.471585209183157,118.09770675305936,44,0
21,22,2022-05-09 06:00:00,24.49700149098112,118.18920536753203,41,1
22,23,2022-05-09 06:00:00,24.490882468938835,118.16717688817981,53,0
23,24,2022-05-09 06:00:00,24.466805597506045,118.08050015102177,59,0
24,25,2022-05-09 06:00:00,24.458770522687118,118.05157388167362,44,0
25,26,2022-05-09 06:00:00,24.468641602314495,118.08710976833218,44,1
26,27,2022-05-09 06:00:00,24.450284425367627,118.02102393132346,43,1
27,28,2022-05-09 06:00:00,24.46262131767224,118.06543674362007,47,1
28,29,2022-05-09 06:00:00,24.489783125423664,118.16321925152519,57,0
29,30,2022-05-09 06:00:00,24.450762748562315,118.02274589482434,55,0
30,31,2022-05-09 06:00:00,24.479942168846424,118.12779180784713,41,1
31,32,2022-05-09 06:00:00,24.480190226952143,118.12868481702772,54,0
32,33,2022-05-09 06:00:00,24.455257384270602,118.03892658337416,47,0
33,34,2022-05-09 06:00:00,24.469097172247157,118.08874982008976,56,1
